Date,Title,Keywords,Abstract
2010,环保大豆油墨的研究--《东北农业大学》,环保 大豆油 平版胶印 油墨,传统油墨是由颜料包括有色颜料和填充料连结料矿物油助剂等物质组成其中连接料占整个油墨组成的80以上传统连接料的生产制造过程中用到了大量石油系矿物油如苯环芳烃等使油墨中包含大量有毒性挥发物VOCVolatileOrganicChemical无论对生产工人的健康产品使用者的健康自然环境等都将带来严重隐患所谓大豆油油墨是指用大豆油置换油墨中部分石油系矿物油的环保油墨其颜料与树脂成份和普通油墨一样由于大豆油大量的替代了具有挥发型的石油系溶剂而本身又为绿色的天然植物油所以对造成大气污染因素的挥发性有机化合物VOC具有抑制作用同时其化学诱导物为非毒性而极有利印刷业环境与健康安全中的自然降解问题开发环保油墨重点是解决油墨中含VOC物质的替换问题而传统油墨中大部分含VOC的物质又都包含在连接料的生产过程中所以研制新型油墨连接料是解决开发环保油墨的根本大豆油墨是将传统油墨配方中2050的矿物油替代为自然环保的大豆油从而使油墨中的VOC含量由原来的3555降低到515达到环保要求通过一定方法改变大豆油各种理化性质使其与连接料相似或接近从而达到替代目的用替代后的连接料生产出的油墨产品首先在基本墨性指标上需达到传统油墨要求另外需要在环保指标VOC和重金属含量上大幅降低本课题第一阶段深入研究了大豆油的热聚合反应确定了最佳工艺参数加热温度为332加热时间为106min压力为6MPa催化剂添加量为5同时得出因子贡献率为催化剂添加量压力加热温度加热时间本课题第二阶段重点研究油墨配方的筛选和优化最终油墨配方为改性大豆油45松香改性酚醛树脂20溶纤剂39炭黑颜料2275石蜡45其它助剂375总计为999实验误差允许范围内确定最优配方后制得产品对产品进行9项传统油墨质量性能指标测试和两项特色环保指标检测质量性能指标测试结果基本合格环保指标检测结果为环保油墨VOC含量低于100mgg而普通油墨VOC含量仅低于500mgg环保油墨比普通油墨VOC含量降低了40左右本产品铅贡砷铬镉锑硒钡八大重金属平均含量约为65mgkg而普通油墨产品铅贡砷铬镉锑硒钡八大重金属平均含量约为175mgkg本产品重金属含量明显降低
2019,浅析环保油墨--《印刷杂志》,油墨转移性能 黏度 黏性 流动性,"油墨作为呈色物,是印刷的基本要素之一,必不可少。然而,使用传统溶剂型油墨是导致印刷企业产生大气污染、水污染的主要因素,还可能会因为油墨渗透至产品等状况直接对人体(消费者)健康产生影响。对于印刷从业者而言,传统油墨在使用过程中挥发出VOCs等有害物质,高浓度VOCs会对人体神经系统造成损害。由于传统油墨存在影响人体健康、污染环境等问题,不符合环保要求,所以正逐渐被绿色环保油墨所取代。本文对几种常见环保油墨的特性进行分析后,"
2019,浅谈印刷包装行业在绿色低碳方面的研究发展--《今日印刷》,印刷包装行业;单张纸胶印机;绿色低碳;,"近年来,印刷业越来越关注绿色、低碳经济的发展。印刷产业虽不是能源多的消费产业,但因为使用能源,所以对地球变暖产生着影响。并且因为大量使用纸张、塑料薄膜等承印物,实质上对于环保的影响也很大。印刷产业使用的电力、燃料和因造原料而产生的二氧化碳,已经被加进环保重点观察对象之列。印刷包装与经济可持续发展、环境保护之间紧密联系、相辅相成、互相促进发展。"
2018,爱克发环保产品:创造无限商机——香港绿艺(海外)制作公司使用经验分享--《印刷经理人》,爱克发;大豆油墨;印刷行业;制版系统;印刷机;CTP;废水处理设备;,"6月29日,爱克发印艺亚州与香港印艺学会联合举办了爱克发Eco3解决方案交流会首发站——香港站活动,吸引了来自全国各地的印刷同仁。与会嘉宾反响热烈,深表大获启迪。会上,香港印艺学会主席、绿艺(海外)制作总经理蔡荣照先生首先分享了绿艺公司的发展历程。绿艺(海外)制作公司成立于上世纪八十年代,一直从事印刷行业至今,已经有超过三十年的历史。公司发展初期还没有CTP制版,使用的是""传统菲林+PS版"
2018,壳聚糖/大豆油/栀子黄可食性抗菌油墨的制备及性能测定--《现代化工》,抗菌油墨 可食性油墨 壳聚糖 大豆油 栀子黄,"为满足印刷工人和产品使用者的安全,采用天然可食性材质大豆油、壳聚糖、栀子黄、黄原胶、葡萄糖等为原料,保持水油质量比为2∶1,分别将水基、油基、壳聚糖稀酸溶液混合搅拌制得可食性抗菌油墨。在不同质量分数的黄原胶、壳聚糖、栀子黄条件下对油墨进行测定与分析。结果表明,黄原胶与壳聚糖共同影响着油墨的黏度,而黄原胶对油墨黏度影响更为显著;黄原胶对油墨初干性及界面张力起决定性作用,而壳聚糖对其影响则较小;同时,随着壳聚糖用量增加,抗菌效果也不断增强,当壳聚糖的质量分数为0.4%时,对大肠杆菌和金黄色葡萄球菌的抗菌率达91%;当栀子黄色素的质量分数为0.4%时,印品色差相对于标准黄墨最小。因此,该油墨适合食品、药品等纸质包装印刷,具有很好的应用前景。"
2018,绿色印刷及应用研究进展--《包装工程》,绿色印刷 印刷材料 进展,"目的探讨印刷的发展趋势,为绿色印刷的开发和应用提供理论依据。方法综述当前中国绿色印刷的发展状况、重要性,以及绿色印刷在包装和其他方面的应用。同时对印刷的发展前景进行展望。结论随着现代科技的发展,资源消耗不断,环境问题日益显现。人们对健康良好的生活环境给予了高度重视,绿色印刷关系着未来发展的长远利益。为了建立环境友好型社会,绿色印刷必不可少。绿色印刷是当今时代印刷发展的方向。"
2017,四种环保油墨的应用现状--《广东印刷》,环保油墨 绿色印刷 印刷领域 水性油墨 大豆油墨 凹印油墨 改性松香树脂 溶剂油 颜料颗粒 印刷油墨,"随着经济的发展,人们在改善生产、生活条件的同时,也对产品的包装印刷有了更高的要求,近年来,""环保印刷""、""绿色印刷""已经得到了政府和社会的高度重视,在包装印刷领域,环保油墨的使用比例越来越高,烟酒包装、食品药品包装、化妆品包装、儿童玩具的包装都已经在采用环保油墨进行印刷,环保油墨的应用范围越来越广泛。"
2017,聚合大豆油生产工艺探索--《山东化工》,聚合大豆油 环氧值 酸值 正交试验,"对聚合大豆油合成工艺进行了优化。考察了环化温度、环化时间对产物的黏度、酸价、色泽等因素的考察,通过正交试验,确定聚合大豆油合成的最佳工艺条件:聚合大豆油环氧化温度80℃,环氧化时间5h,催化剂Li_2O添加2%)进行实验验证,得出聚合油的指标为:黏度26500c P,色泽9,酸价11.15mg KOH/油。产品的外观及色泽均能满足国标要求。"
2017,低碳驱动高端环保油墨将成为包装印刷市场的新贵--《网印工业》,包装废弃物;光引发剂;连结料;二次污染;活性稀释剂;墨层;紫外光固化;丝网印刷;印刷适性;上光油;,"众所周知,采用环保的原材料用于油墨的制造,在油墨的生产和印刷过程中几乎不发生污染,对人类生产和生活的环境几乎不构成任何危害。其环保特性主要表现在降低油墨中的有害成分,包括降低芳香烃类、酮类的含量,降低重金属的含量,降低其他对人体有害的成分等;降低油墨在生产和使用过程中对操作人员和环境的危害,改善生产环境;有利于包装废弃物的回收与处理,不出现""二次污染""等情况。"
2017,环保新常态  印刷耗材需再加力--《中国印刷》,环保管理;印刷耗材;绿色印刷;社会环保意识;提升环;环保监管;企业合作;环保水平;印刷生产;环境压力;,"近年来越来越严峻的环境压力,促进了全社会环保意识的迅速提高。印刷行业的环保管理也拉满了弓,加满了力,将环保置于管理的首要位置。从环保角度来看印刷环保,印刷业只有采用环保材料减少排放才是主动提升环保强度,适应环保要求的根本性办法。为子孙后代留下青山绿水"",是每一个企业都必须履行的社会责任。近年来越来越严峻的环境压力,特别是来势汹汹的雾霾,促进了"
2017,免酒精润版液之我见--《印刷杂志》,免酒精 润湿性 绿色印刷 特点,"在绿色经济的大背景下,越来越多的印刷材料供应商加入到绿色环保阵营中,大豆油墨、免酒精润版液、免处理CTP版材等绿色印刷材料纷纷涌现。免酒精润版液为环保型印刷材料之一,是指用其他无毒化学成分替代润版液中的酒精或异丙醇以及酒精浓度较低(5%或5%以下)的润版液。"
2018,YH印刷公司产品差异化竞争策略选择及改进研究--《陕西师范大学》,YH印刷公司 产品差异化 竞争策略 五力模型 PEST分析,印刷业是我国文化产业的重要组成部分是我国国民经济的重要产业部门伴随着我国经济进入新常态和大经济环境的变化以及同质化竞争严重环保形式严峻各种成本上升中低档生产能力过剩产业结构不合理以及新技术层出不穷印刷业也告别了30多年的快速发展生存压力急剧加大因此如何改革创新走产品差异化发展道路已经成为了摆在印刷企业面前的必然选择基于此本文将以YH印刷公司为例深入研究该公司产品差异化的竞争策略的选择及改进问题具有重要的意义本文采用了理论结合实际的研究方法首先梳理了国内外相关文献找出了现有研究的不足以及本文研究的切入点并对产品差异化竞争策略产品差异化竞争策略等核心概念进行了界定并基于波特五力分析模型PEST分析方法和SWOT分析模型对企业产品差异化竞争策略的分析工具进行了介绍其次运用波特五力分析模型PEST分析方法和SWOT分析模型对YH印刷公司选择产品差异化竞争策略的依据及进入阻止策略的选择进行深入分析并设计了该企业产品差异化竞争策略的具体实施方案具体包括功能差异化质量差异化风格差异化再次对YH印刷公司产品差异化竞争策略的实施措施进行介绍并对实施产品差异化竞争策略的效果进行了评价对实施过程中存在的问题进行查找发现存在的主要问题是产品差异化阻止策略阻止能力不强设备数字化程度不够差异化产品缺乏核心竞争力导致这些问题的原因主要是资金设备投入力度不足产品容易被模仿客户服务不足最后针对上述问题的原因分析提出了进一步改进YH印刷公司产品差异化竞争策略的措施及保障即改进措施主要是引进更新新型设备以提高印刷产品数字化水平加大投资去生产绿色环保印刷制品优化产品营销渠道以强化企业服务能力等基础保障工作主要是精准定位降低成本争取资金引进人才等本文的创新之处是选择同质化竞争激烈的印刷行业为研究对象从实际案例出发运用理论与实证相结合的方法对YH印刷公司实行产品差异化进入阻止策略进行分析论证并通过市场反馈对结论加以完善
